key,time,all_swamps___total_rabbits
0-1,5927,230.813799711
0-1,5928,207.997672131
0-1,5929,187.297580648
0-1,5930,171.276329534
0-1,5931,161.677312904
0-1,5932,160.184779247
0-1,5933,169.448581381
0-1,5934,194.467154994
0-1,5935,244.769876181
0-1,5936,338.248176997
0-1,5937,508.151450182
0-1,5938,815.963821095
0-1,5939,1374.96941131
0-1,5940,2392.49953946
0-1,5941,4240.70167482
0-1,5942,7538.18975107
0-1,5943,12810.1969895
0-1,5944,13802.789739
0-1,5945,2090.31734884
0-1,5946,365.739540088
0-1,5947,244.167768964
0-1,5948,212.068634245
0-1,5949,188.512467086
0-1,5950,169.247003655
0-1,5951,154.611653597
0-1,5952,144.731709476
0-1,5953,139.421420014
0-1,5954,138.41156489
0-1,5955,141.484987221
0-1,5956,148.509261555
0-1,5957,159.392346336
0-1,5958,173.973287933
0-2,5959,253.677625163
0-2,5960,187.645364146
0-2,5961,169.272142263
0-2,5962,154.745495266
0-2,5963,140.72130402
0-2,5964,127.573347055
0-2,5965,115.841402085
0-2,5966,105.839987059
0-2,5967,97.6723651418
0-2,5968,91.3045669918
0-2,5969,86.6336654662
0-2,5970,83.5366805894
0-2,5971,81.9002508749
0-2,5972,81.635730199
0-2,5973,82.6847794855
0-2,5974,85.0191355712
0-2,5975,88.6361772586
0-2,5976,93.5510099467
0-2,5977,99.7850048265
0-2,5978,107.349705292
0-2,5979,116.225153954
0-2,5980,126.331022109
0-2,5981,137.49148454
0-2,5982,149.395533175
0-2,5983,161.55974171
0-2,5984,173.305817679
0-2,5985,183.771228348
0-2,5986,191.974619453
0-2,5987,196.953210286
0-2,5988,197.955148492
0-2,5989,194.644712404
0-2,5990,187.237614394
0-2,5991,176.493496473
0-2,5992,163.549994038
0-2,5993,149.662442923
0-2,5994,135.95566233
0-2,5995,123.270739661
0-2,5996,112.126975498
0-2,5997,102.767559395
0-2,5998,95.2411910985
0-2,5999,89.4830849596
0-2,6000,85.3799029977
0-2,6001,82.8094806529
0-2,6002,81.6665977285
0-2,6003,81.8740476088
0-2,6004,83.3849700638
0-2,6005,86.1823922679
0-2,6006,90.273213091
0-2,6007,95.6796242621
0-2,6008,102.426792493
0-2,6009,110.525657396
0-2,6010,119.950150181
0-2,6011,130.608053447
0-2,6012,142.306605374
0-2,6013,154.717060923
0-2,6014,167.347450048
0-2,6015,179.539421944
0-2,6016,190.511368484
0-2,6017,199.47105717
0-2,6018,205.808930715
0-2,6019,209.355650369
0-2,6020,210.651029678
0-2,6021,211.154472491
0-2,6022,213.358927701
0-2,6023,220.852216113
0-2,6024,238.458672141
0-2,6025,272.636620073
0-2,6026,332.300581042
0-2,6027,430.225898485
0-2,6028,585.23297593
0-2,6029,825.461478029
0-2,6030,1193.21899041
0-2,6031,1752.12570811
0-2,6032,2597.4534825
0-2,6033,3870.2295485
0-2,6034,5771.82359286
0-2,6035,8545.48979091
0-2,6036,12106.0240113
0-2,6037,12399.640308
0-2,6038,3040.96501651
0-2,6039,359.231771722
0-2,6040,137.882513707
0-2,6041,126.227600466
0-2,6042,134.545329517
0-2,6043,145.884231
0-2,6044,157.961278881
0-2,6045,169.898847683
0-2,6046,180.841198945
0-2,6047,189.823042573
0-2,6048,195.855703908
0-2,6049,198.101520909
0-2,6050,196.081625103
0-2,6051,189.840653596
0-2,6052,179.986721357
0-2,6053,167.569327757
0-2,6054,153.836791619
0-2,6055,139.973814143
0-2,6056,126.914976157
0-2,6057,115.273848052
0-2,6058,105.368430308
0-2,6059,97.2963627015
0-0,6060,201.854719883
0-0,6061,200.587253843
0-0,6062,253.120933761
0-0,6063,316.866487337
0-0,6064,371.19016419
0-0,6065,387.745001397
0-0,6066,349.175347906
0-0,6067,273.801356951
0-0,6068,198.745446916
0-0,6069,144.368861307
0-0,6070,111.259723807
0-0,6071,93.7213544134
0-0,6072,87.0213160254
0-0,6073,88.6994696068
0-0,6074,98.1969032683
0-0,6075,116.424508093
0-0,6076,145.447182549
0-0,6077,187.965980699
0-0,6078,245.940569162
0-0,6079,317.498210082
0-0,6080,392.606259278
0-0,6081,454.317183519
0-0,6082,501.088970683
0-0,6083,588.068575667
0-0,6084,849.203389901
0-0,6085,1519.10925533
0-0,6086,3039.81868428
0-0,6087,6240.33899658
0-0,6088,11597.971937
0-0,6089,7257.04620171
0-0,6090,531.739508532
0-0,6091,140.229146758
0-0,6092,139.97857022
0-0,6093,174.851048415
0-0,6094,225.690694345
0-0,6095,288.073638466
0-0,6096,349.968176222
0-0,6097,386.810271035
0-0,6098,372.710239643
0-0,6099,309.166296121
0-0,6100,229.973388446
0-0,6101,165.543178002
0-0,6102,123.664904729
0-0,6103,100.008165809
0-0,6104,89.0469703789
0-0,6105,87.3707268224
0-0,6106,93.7317663199
0-0,6107,108.618489642
0-0,6108,134.01554844
0-0,6109,173.268672451
0-0,6110,230.694534196
0-0,6111,310.428404084
0-0,6112,414.718550249
0-0,6113,546.348024145
0-0,6114,730.928145438
0-0,6115,1076.98523206
0-0,6116,1859.98961201
0-0,6117,3625.66552141
0-0,6118,7306.13340305
0-0,6119,12493.4623966
0-0,6120,4445.06775445
0-0,6121,316.806788639
0-0,6122,108.427142537
0-0,6123,105.106874646
0-0,6124,124.219479183
0-0,6125,155.981271173
0-0,6126,201.19615262
0-0,6127,259.501491512
0-0,6128,323.962475155
0-0,6129,375.555537937
0-0,6130,386.083961592
0-0,6131,341.59106181
0-0,6132,264.454862639
0-0,6133,191.291653885
0-0,6134,139.674742126
0-0,6135,108.830146427
0-0,6136,93.0287010431
0-0,6137,87.9307984002
0-0,6138,91.6053955145
0-0,6139,104.275569465
0-0,6140,128.258127413
0-0,6141,168.410897079
0-0,6142,233.211425716
0-0,6143,336.818553586
0-0,6144,503.56177722
0-0,6145,780.603250511
0-0,6146,1276.85081581
0-0,6147,2262.9300104
0-0,6148,4347.60186458
0-0,6149,8539.58216794
0-0,6150,12655.7544133
0-0,6151,2486.10035184
0-0,6152,219.324557971
0-0,6153,98.1305363241
0-0,6154,89.5983295163
0-0,6155,96.7533347555
0-0,6156,113.2955471
0-0,6157,140.155697265
0-0,6158,179.434019163
0-0,6159,232.32907134
0-0,6160,295.621015375
0-1,6161,201.854719883
0-1,6162,172.459668337
0-1,6163,184.992349682
0-1,6164,200.087572398
0-1,6165,212.084095351
0-1,6166,218.058558839
0-1,6167,216.243320576
0-1,6168,206.616939772
0-1,6169,191.063215674
0-1,6170,172.626163757
0-1,6171,154.32746598
0-1,6172,138.324567575
0-1,6173,125.732183737
0-1,6174,116.888419148
0-1,6175,111.722212457
0-1,6176,110.03077647
0-1,6177,111.627549656
0-1,6178,116.391658071
0-1,6179,124.249163976
0-1,6180,135.100000972
0-1,6181,148.694501391
0-1,6182,164.460904349
0-1,6183,181.309064492
0-1,6184,197.487881363
0-1,6185,210.645151199
0-1,6186,218.268595848
0-1,6187,218.546804794
0-1,6188,211.331659699
0-1,6189,198.581465217
0-1,6190,183.928757291
0-1,6191,171.793560984
0-1,6192,166.944917669
0-1,6193,175.149281234
0-1,6194,205.131935319
0-1,6195,272.187613329
0-1,6196,404.475040267
0-1,6197,654.230703647
0-1,6198,1117.98347716
0-1,6199,1972.44954145
0-1,6200,3533.60432019
0-1,6201,6316.54436323
0-1,6202,10631.0533056
0-1,6203,9994.53257313
0-1,6204,1259.2640928
0-1,6205,274.678191856
0-1,6206,223.016330733
0-1,6207,218.774695741
0-1,6208,211.16596551
0-1,6209,197.333129498
0-1,6210,179.541894229
0-1,6211,160.873211985
0-1,6212,143.840589105
0-1,6213,129.92177292
0-1,6214,119.694926983
0-1,6215,113.199828287
0-1,6216,110.257092489
0-1,6217,110.663458497
0-1,6218,114.272184317
0-1,6219,120.997534244
0-1,6220,130.759527341
0-1,6221,143.378218925
0-1,6222,158.418365083
0-1,6223,174.994250024
0-1,6224,191.591334742
0-1,6225,206.024168698
0-1,6226,215.713745126
0-1,6227,218.389822171
0-1,6228,213.049185847
0-1,6229,200.604380845
0-1,6230,183.661664508
0-1,6231,165.506562974
0-1,6232,149.035220005
0-1,6233,136.286893645
0-1,6234,128.648826189
0-1,6235,127.461196957
0-1,6236,134.832529701
0-1,6237,154.740147352
0-1,6238,194.76670345
0-1,6239,269.148652644
0-1,6240,404.342986767
0-1,6241,649.27345656
0-1,6242,1094.08177086
0-1,6243,1903.74426616
0-1,6244,3374.38372078
0-1,6245,5998.23961473
0-1,6246,10193.2471312
0-1,6247,10983.0666169
0-1,6248,1663.29380703
0-1,6249,291.023902352
0-1,6250,194.287598589
0-1,6251,168.74588263
0-1,6252,150.001921586
0-1,6253,134.672131575
0-1,6254,123.026585444
0-1,6255,115.164980182
0-1,6256,110.939510981
0-1,6257,110.135955591
0-1,6258,112.581519339
0-1,6259,118.170829501
0-1,6260,126.830647363
0-1,6261,138.432899946
0-2,6262,201.854719883
0-2,6263,149.311956041
0-2,6264,134.692134706
0-2,6265,123.133085072
0-2,6266,111.973846279
0-2,6267,101.511838964
0-2,6268,92.1765715589
0-2,6269,84.2183102527
0-2,6270,77.7192229441
0-2,6271,72.6522797676
0-2,6272,68.9355802028
0-2,6273,66.4712674185
0-2,6274,65.1691381455
0-2,6275,64.9586554634
0-2,6276,65.7933981796
0-2,6277,67.6508769126
0-2,6278,70.5290059401
0-2,6279,74.4398048326
0-2,6280,79.4002789359
0-2,6281,85.419613485
0-2,6282,92.4819281152
0-2,6283,100.52330419
0-2,6284,109.403835203
0-2,6285,118.876047824
0-2,6286,128.555273198
0-2,6287,137.901784831
0-2,6288,146.22925375
0-2,6289,152.756803086
0-2,6290,156.718335197
0-2,6291,157.515590989
0-2,6292,154.881432187
0-2,6293,148.987504044
0-2,6294,140.438263993
0-2,6295,130.138943914
0-2,6296,119.088431523
0-2,6297,108.181760683
0-2,6298,98.0881960243
0-2,6299,89.2209520481
0-2,6300,81.7735379748
0-2,6301,75.7847048518
0-2,6302,71.2029018608
0-2,6303,67.9379444369
0-2,6304,65.8926245863
0-2,6305,64.9832171744
0-2,6306,65.148287852
0-2,6307,66.3505492998
0-2,6308,68.5764960109
0-2,6309,71.8316175094
0-2,6310,76.1335720542
0-2,6311,81.5023851392
0-2,6312,87.9467615609
0-2,6313,95.4459580308
0-2,6314,103.926595915
0-2,6315,113.235292023
0-2,6316,123.11045948
0-2,6317,133.16063106
0-2,6318,142.861948117
0-2,6319,151.592474485
0-2,6320,158.721820041
0-2,6321,163.764951805
0-2,6322,166.587124639
0-2,6323,167.617875488
0-2,6324,168.018471748
0-2,6325,169.772586596
0-2,6326,175.735097608
0-2,6327,189.744792973
0-2,6328,216.940648744
0-2,6329,264.416070042
0-2,6330,342.336570556
0-2,6331,465.677800108
0-2,6332,656.830870733
0-2,6333,949.460500952
0-2,6334,1394.19014106
0-2,6335,2066.8288927
0-2,6336,3079.59403551
0-2,6337,4592.71815478
0-2,6338,6799.7618903
0-2,6339,9632.92716147
0-2,6340,9866.5616229
0-2,6341,2419.73702326
0-2,6342,285.84558298
0-2,6343,109.714982404
0-2,6344,100.441010188
0-2,6345,107.059539775
0-2,6346,116.082057158
0-2,6347,125.69192762
0-2,6348,135.190812692
0-2,6349,143.897789696
0-2,6350,151.04476424
0-2,6351,155.845034517
0-2,6352,157.632061502
0-2,6353,156.02480307
0-2,6354,151.05877757
0-2,6355,143.217870314
0-2,6356,133.337182156
0-2,6357,122.410017281
0-2,6358,111.379058467
0-2,6359,100.987964329
0-2,6360,91.7249611331
0-2,6361,83.8430861631
0-2,6362,77.4200327131
0-0,6363,170.32605374
0-0,6364,169.256559358
0-0,6365,213.584749425
0-0,6366,267.373576312
0-0,6367,313.212175025
0-0,6368,327.181232045
0-0,6369,294.635959499
0-0,6370,231.034997176
0-0,6371,167.702433174
0-0,6372,121.819189779
0-0,6373,93.8815287906
0-0,6374,79.0825622391
0-0,6375,73.4290352906
0-0,6376,74.8450699379
0-0,6377,82.8590534463
0-0,6378,98.2396004096
0-0,6379,122.729082805
0-0,6380,158.606663982
0-0,6381,207.525920743
0-0,6382,267.906627223
0-0,6383,331.283186517
0-0,6384,383.355182677
0-0,6385,422.82145792
0-0,6386,496.215297219
0-0,6387,716.562200321
0-0,6388,1281.83222473
0-0,6389,2565.01468422
0-0,6390,5265.63023101
0-0,6391,9786.42853907
0-0,6392,6123.53301455
0-0,6393,448.684539844
0-0,6394,118.326077292
0-0,6395,118.114639517
0-0,6396,147.540216479
0-0,6397,190.438971929
0-0,6398,243.07802193
0-0,6399,295.304952121
0-0,6400,326.392501744
0-0,6401,314.494822532
0-0,6402,260.876115249
0-0,6403,194.052731301
0-0,6404,139.686187417
0-0,6405,104.349084435
0-0,6406,84.38740612
0-0,6407,75.1382928817
0-0,6408,73.7238699233
0-0,6409,79.0913478595
0-0,6410,91.6528417798
0-0,6411,113.083010983
0-0,6412,146.204999479
0-0,6413,194.661237804
0-0,6414,261.941088457
0-0,6415,349.941651687
0-0,6416,461.011280663
0-0,6417,616.760939016
0-0,6418,908.765693558
0-0,6419,1569.46882785
0-0,6420,3059.355267
0-0,6421,6164.95304822
0-0,6422,10542.0480076
0-0,6423,3750.77109745
0-0,6424,267.323202242
0-0,6425,91.4913821056
0-0,6426,88.6897229346
0-0,6427,104.817037219
0-0,6428,131.617801118
0-0,6429,169.770351287
0-0,6430,218.968696964
0-0,6431,273.361207432
0-0,6432,316.895699908
0-0,6433,325.77963809
0-0,6434,288.236299774
0-0,6435,223.14837707
0-0,6436,161.41288417
0-0,6437,117.858267804
0-0,6438,91.8314388665
0-0,6439,78.4980977528
0-0,6440,74.1964612093
0-0,6441,77.2971052067
0-0,6442,87.9882633349
0-0,6443,108.224869426
0-0,6444,142.105983566
0-0,6445,196.78500385
0-0,6446,284.209232719
0-0,6447,424.908024831
0-0,6448,658.677048886
0-0,6449,1077.41330397
0-0,6450,1909.47201425
0-0,6451,3668.52887689
0-0,6452,7205.74347776
0-0,6453,10678.9908484
0-0,6454,2097.7842994
0-0,6455,185.067193222
0-0,6456,82.8030526765
0-0,6457,75.6035325656
0-0,6458,81.6409628897
0-0,6459,95.5993669854
0-0,6460,118.264100231
0-0,6461,151.407350833
0-0,6462,196.040468676
0-0,6463,249.446537493
0-1,6464,170.32605374
0-1,6465,145.522357635
0-1,6466,156.097498794
0-1,6467,168.834925578
0-1,6468,178.95765352
0-1,6469,183.998936625
0-1,6470,182.467229216
0-1,6471,174.344439445
0-1,6472,161.220126829
0-1,6473,145.662847329
0-1,6474,130.222311766
0-1,6475,116.718983554
0-1,6476,106.093465124
0-1,6477,98.6310509509
0-1,6478,94.2717790987
0-1,6479,92.8445366895
0-1,6480,94.1919021392
0-1,6481,98.2118813914
0-1,6482,104.8420854
0-1,6483,113.998077623
0-1,6484,125.469187193
0-1,6485,138.772959327
0-1,6486,152.989523753
0-1,6487,166.641292874
0-1,6488,177.743465023
0-1,6489,184.176166937
0-1,6490,184.410921081
0-1,6491,178.322744436
0-1,6492,167.56406457
0-1,6493,155.200034048
0-1,6494,144.960292815
0-1,6495,140.868982578
0-1,6496,147.79186687
0-1,6497,173.091385028
0-1,6498,229.673311985
0-1,6499,341.298125131
0-1,6500,552.043242052
0-1,6501,943.360224228
0-1,6502,1664.36309635
0-1,6503,2981.67355059
0-1,6504,5329.93271243
0-1,6505,8970.53761089
0-1,6506,8433.43813384
0-1,6507,1062.57353639
0-1,6508,231.774874991
0-1,6509,188.18233012
0-1,6510,184.603216636
0-1,6511,178.182930825
0-1,6512,166.510712452
0-1,6513,151.498376371
0-1,6514,135.745646006
0-1,6515,121.373430971
0-1,6516,109.628662085
0-1,6517,100.999196736
0-1,6518,95.5185989574
0-1,6519,93.0355033134
0-1,6520,93.3783970468
0-1,6521,96.4234585062
0-1,6522,102.098343462
0-1,6523,110.335563587
0-1,6524,120.983280628
0-1,6525,133.674233529
0-1,6526,147.661050735
0-1,6527,161.665756423
0-1,6528,173.844256155
0-1,6529,182.02037072
0-1,6530,184.278458333
0-1,6531,179.772001857
0-1,6532,169.271011211
0-1,6533,154.97465978
0-1,6534,139.655291468
0-1,6535,125.756687317
0-1,6536,114.999583782
0-1,6537,108.554543068
0-1,6538,107.552415396
0-1,6539,113.772383985
0-1,6540,130.570534437
0-1,6541,164.345148916
0-1,6542,227.109021284
0-1,6543,341.186697707
0-1,6544,547.860291392
0-1,6545,923.191841182
0-1,6546,1606.38923069
0-1,6547,2847.3223876
0-1,6548,5061.34552393
0-1,6549,8601.11450287
0-1,6550,9267.56825848
0-1,6551,1403.49589312
0-1,6552,245.567469814
0-1,6553,163.940877763
0-1,6554,142.388646101
0-1,6555,126.572395097
0-1,6556,113.637039219
0-1,6557,103.81046733
0-1,6558,97.176804262
0-1,6559,93.6113315569
0-1,6560,92.9332873738
0-1,6561,94.9968666777
0-1,6562,99.7131554202
0-1,6563,107.020354397
0-1,6564,116.810394967
0-2,6565,170.32605374
0-2,6566,125.990198611
0-2,6567,113.653917964
0-2,6568,103.900332265
0-2,6569,94.4841090157
0-2,6570,85.6562132838
0-2,6571,77.7790664989
0-2,6572,71.0638445626
0-2,6573,65.5798811713
0-2,6574,61.3043683853
0-2,6575,58.168198123
0-2,6576,56.0887982855
0-2,6577,54.9900548889
0-2,6578,54.8124485162
0-2,6579,55.5168087255
0-2,6580,57.0841588606
0-2,6581,59.5127389785
0-2,6582,62.8126912547
0-2,6583,66.9983648876
0-2,6584,72.0775104259
0-2,6585,78.036727936
0-2,6586,84.8220825426
0-2,6587,92.3155204147
0-2,6588,100.308222279
0-2,6589,108.475602572
0-2,6590,116.362237294
0-2,6591,123.388998518
0-2,6592,128.896978315
0-2,6593,132.239739543
0-2,6594,132.912468092
0-2,6595,130.689751309
0-2,6596,125.716424343
0-2,6597,118.502531493
0-2,6598,109.81191209
0-2,6599,100.48743274
0-2,6600,91.2843276317
0-2,6601,82.7673257131
0-2,6602,75.2850995116
0-2,6603,69.0009331052
0-2,6604,63.9475248274
0-2,6605,60.0813758321
0-2,6606,57.3263879183
0-2,6607,55.6005364792
0-2,6608,54.8331738146
0-2,6609,54.9724613037
0-2,6610,55.9869357143
0-2,6611,57.8652010298
0-2,6612,60.6118893391
0-2,6613,64.2419007722
0-2,6614,68.7721329439
0-2,6615,74.2099310067
0-2,6616,80.5377916664
0-2,6617,87.6937976532
0-2,6618,95.5485234412
0-2,6619,103.881240674
0-2,6620,112.361627289
0-2,6621,120.547648657
0-2,6622,127.914511836
0-2,6623,133.930290388
0-2,6624,138.185710981
0-2,6625,140.567074974
0-2,6626,141.436827857
0-2,6627,141.774853047
0-2,6628,143.254984203
0-2,6629,148.286181748
0-2,6630,160.107634954
0-2,6631,183.055638321
0-2,6632,223.115643676
0-2,6633,288.865363898
0-2,6634,392.941329549
0-2,6635,554.23727645
0-2,6636,801.15966772
0-2,6637,1176.42483182
0-2,6638,1744.00087971
0-2,6639,2598.57733073
0-2,6640,3875.35926679
0-2,6641,5737.67415405
0-2,6642,8128.31362244
0-2,6643,8325.45558601
0-2,6644,2041.78658046
0-2,6645,241.19797722
0-2,6646,92.5780680273
0-2,6647,84.7526424394
0-2,6648,90.3373918415
0-2,6649,97.9506385441
0-2,6650,106.059496805
0-2,6651,114.074705021
0-2,6652,121.421697125
0-2,6653,127.452351107
0-2,6654,131.502843925
0-2,6655,133.010746512
0-2,6656,131.654533557
0-2,6657,127.464175627
0-2,6658,120.847977643
0-2,6659,112.510602014
0-2,6660,103.290203934
0-2,6661,93.982223992
0-2,6662,85.2141651648
0-2,6663,77.3979952924
0-2,6664,70.7472285405
0-2,6665,65.3274229113
0-0,6666,167.160107301
0-0,6667,166.110492215
0-0,6668,209.614729209
0-0,6669,262.403752829
0-0,6670,307.390323651
0-0,6671,321.099729929
0-0,6672,289.159394722
0-0,6673,226.740619362
0-0,6674,164.585253451
0-0,6675,119.554867783
0-0,6676,92.1364998584
0-0,6677,77.6126100459
0-0,6678,72.0641683919
0-0,6679,73.4538824045
0-0,6680,81.3189054808
0-0,6681,96.4135655419
0-0,6682,120.447848114
0-0,6683,155.658552452
0-0,6684,203.668519393
0-0,6685,262.926895622
0-0,6686,325.12543906
0-0,6687,376.229543654
0-0,6688,414.962236977
0-0,6689,486.991863585
0-0,6690,703.243054506
0-0,6691,1258.00608612
0-0,6692,2517.33730941
0-0,6693,5167.75499167
0-0,6694,9604.5226715
0-0,6695,6009.71145225
0-0,6696,440.344587208
0-0,6697,116.126683748
0-0,6698,115.919176086
0-0,6699,144.797803251
0-0,6700,186.899175335
0-0,6701,238.559793621
0-0,6702,289.815952401
0-0,6703,320.325660203
0-0,6704,308.649129866
0-0,6705,256.02706374
0-0,6706,190.445763723
0-0,6707,137.089761458
0-0,6708,102.409489141
0-0,6709,82.8188498013
0-0,6710,73.741655048
0-0,6711,72.353522767
0-0,6712,77.621232363
0-0,6713,89.9492387102
0-0,6714,110.98107327
0-0,6715,143.487404683
0-0,6716,191.042959573
0-0,6717,257.072241691
0-0,6718,343.437088812
0-0,6719,452.442203943
0-0,6720,605.296855541
0-0,6721,891.873952996
0-0,6722,1540.29622544
0-0,6723,3002.48930494
0-0,6724,6050.36158839
0-0,6725,10346.0970147
0-0,6726,3681.05339933
0-0,6727,262.354315091
0-0,6728,89.790780178
0-0,6729,87.0411970264
0-0,6730,102.868743823
0-0,6731,129.171346805
0-0,6732,166.614734003
0-0,6733,214.898602278
0-0,6734,268.280088472
0-0,6735,311.005380779
0-0,6736,319.724188191
0-0,6737,282.878689082
0-0,6738,219.000592312
0-0,6739,158.412611842
0-0,6740,115.667569699
0-0,6741,90.1245161121
0-0,6742,77.0390093307
0-0,6743,72.8173297321
0-0,6744,75.8603403106
0-0,6745,86.352775852
0-0,6746,106.21323273
0-0,6747,139.46457949
0-0,6748,193.127249981
0-0,6749,278.926475394
0-0,6750,417.010019691
0-0,6751,646.433847032
0-0,6752,1057.38681515
0-0,6753,1873.97958083
0-0,6754,3600.33986131
0-0,6755,7071.80625914
0-0,6756,10480.4944217
0-0,6757,2058.79159931
0-0,6758,181.627244909
0-0,6759,81.263945629
0-0,6760,74.1982470595
0-0,6761,80.1234562606
0-0,6762,93.8224076257
0-0,6763,116.06585869
0-0,6764,148.593056998
0-0,6765,192.396553903
0-0,6766,244.809933993
0-1,6767,167.160107301
0-1,6768,142.817451488
0-1,6769,153.196026532
0-1,6770,165.69669558
0-1,6771,175.631266667
0-1,6772,180.5788446
0-1,6773,179.075607901
0-1,6774,171.103801005
0-1,6775,158.223437391
0-1,6776,142.95532982
0-1,6777,127.801796202
0-1,6778,114.549461968
0-1,6779,104.121446042
0-1,6780,96.7977399712
0-1,6781,92.5194963639
0-1,6782,91.1187829144
0-1,6783,92.4411041225
0-1,6784,96.3863617527
0-1,6785,102.89332642
0-1,6786,111.879131051
0-1,6787,123.137020636
0-1,6788,136.193508053
0-1,6789,150.145821177
0-1,6790,163.543837165
0-1,6791,174.439646977
0-1,6792,180.752780632
0-1,6793,180.983171268
0-1,6794,175.008158997
0-1,6795,164.449456783
0-1,6796,152.31524347
0-1,6797,142.265834084
0-1,6798,138.250571338
0-1,6799,145.044776074
0-1,6800,169.874037817
0-1,6801,225.404244581
0-1,6802,334.95422436
0-1,6803,541.782102916
0-1,6804,925.825455611
0-1,6805,1633.42664064
0-1,6806,2926.2515024
0-1,6807,5230.8622466
0-1,6808,8803.79716822
0-1,6809,8276.68106212
0-1,6810,1042.8228827
0-1,6811,227.46674465
0-1,6812,184.684479001
0-1,6813,181.171892518
0-1,6814,174.87094418
0-1,6815,163.415683914
0-1,6816,148.682390592
0-1,6817,133.222465113
0-1,6818,119.117394545
0-1,6819,107.590932304
0-1,6820,99.1218676952
0-1,6821,93.7431408786
0-1,6822,91.3061999339
0-1,6823,91.6427201081
0-1,6824,94.6311812925
0-1,6825,100.20058396
0-1,6826,108.284694229
0-1,6827,118.734496147
0-1,6828,131.189555147
0-1,6829,144.916391493
0-1,6830,158.660783816
0-1,6831,170.612914904
0-1,6832,178.637055416
0-1,6833,180.853170681
0-1,6834,176.430478253
0-1,6835,166.124675444
0-1,6836,152.094058361
0-1,6837,137.059439789
0-1,6838,123.419176833
0-1,6839,112.86202165
0-1,6840,106.536778543
0-1,6841,105.553277983
0-1,6842,111.657632507
0-1,6843,128.143546261
0-1,6844,161.29037293
0-1,6845,222.887617798
0-1,6846,334.8448681
0-1,6847,537.67690312
0-1,6848,906.031953677
0-1,6849,1576.53036793
0-1,6850,2794.39760027
0-1,6851,4967.26743968
0-1,6852,8441.24073589
0-1,6853,9095.30673962
0-1,6854,1377.40832327
0-1,6855,241.002968733
0-1,6856,160.893616193
0-1,6857,139.741988017
0-1,6858,124.219722593
0-1,6859,111.524803471
0-1,6860,101.880883616
0-1,6861,95.3705241858
0-1,6862,91.871324933
0-1,6863,91.2058839397
0-1,6864,93.2311063311
0-1,6865,97.8597307543
0-1,6866,105.031106702
0-1,6867,114.639174266
0-2,6868,167.160107301
0-2,6869,123.648347721
0-2,6870,111.541368481
0-2,6871,101.969078181
0-2,6872,92.7278795849
0-2,6873,84.0640729306
0-2,6874,76.3333431164
0-2,6875,69.7429407981
0-2,6876,64.3609109278
0-2,6877,60.1648695097
0-2,6878,57.0869930131
0-2,6879,55.0462441532
0-2,6880,53.96792372
0-2,6881,53.7936186171
0-2,6882,54.4848864858
0-2,6883,56.0231033999
0-2,6884,58.4065421293
0-2,6885,61.645156331
0-2,6886,65.753028487
0-2,6887,70.7377650822
0-2,6888,76.586215255
0-2,6889,83.245446648
0-2,6890,90.5995997635
0-2,6891,98.4437367699
0-2,6892,106.459305358
0-2,6893,114.199346752
0-2,6894,121.095497602
0-2,6895,126.501097471
0-2,6896,129.78172491
0-2,6897,130.441949074
0-2,6898,128.260547182
0-2,6899,123.37966225
0-2,6900,116.299858096
0-2,6901,107.770776137
0-2,6902,98.6196161447
0-2,6903,89.5875743424
0-2,6904,81.2288827428
0-2,6905,73.8857329003
0-2,6906,67.7183738396
0-2,6907,62.758896112
0-2,6908,58.9646094089
0-2,6909,56.2608300094
0-2,6910,54.5670579446
0-2,6911,53.8139586827
0-2,6912,53.9506571567
0-2,6913,54.9462749591
0-2,6914,56.7896278978
0-2,6915,59.4852619621
0-2,6916,63.047800325
0-2,6917,67.493826516
0-2,6918,72.8305491588
0-2,6919,79.0407903031
0-2,6920,86.06378357
0-2,6921,93.7725091391
0-2,6922,101.950341456
0-2,6923,110.273098342
0-2,6924,118.306961513
0-2,6925,125.536892651
0-2,6926,131.440852533
0-2,6927,135.617175223
0-2,6928,137.95427546
0-2,6929,138.807861756
0-2,6930,139.139603881
0-2,6931,140.592223005
0-2,6932,145.529902842
0-2,6933,157.13162403
0-2,6934,179.653079914
0-2,6935,218.968467352
0-2,6936,283.496060437
0-2,6937,385.637507407
0-2,6938,543.935355559
0-2,6939,786.268061059
0-2,6940,1154.55795987
0-2,6941,1711.5841516
0-2,6942,2550.27610808
0-2,6943,3803.32577809
0-2,6944,5631.02476805
0-2,6945,7977.22807213
0-2,6946,8170.70564681
0-2,6947,2003.83474157
0-2,6948,236.714694362
0-2,6949,90.8572672556
0-2,6950,83.1772972672
0-2,6951,88.6582397819
0-2,6952,96.1299747736
0-2,6953,104.088109112
0-2,6954,111.954334131
0-2,6955,119.164763549
0-2,6956,125.083322364
0-2,6957,129.058526387
0-2,6958,130.538400738
0-2,6959,129.207396478
0-2,6960,125.094927095
0-2,6961,118.601708115
0-2,6962,110.41930399
0-2,6963,101.370290649
0-2,6964,92.2353233813
0-2,6965,83.6302414093
0-2,6966,75.9593550953
0-2,6967,69.4322098966
0-2,6968,64.1131452518
0-0,6969,141.0505607
0-0,6970,140.164890076
0-0,6971,176.873989633
0-0,6972,221.417640033
0-0,6973,259.377540519
0-0,6974,270.945608245
0-0,6975,243.994188659
