key,time,all_swamps___total_rabbits
0-0,26394,158.254238407
0-0,26395,204.268200122
0-0,26396,260.729773564
0-0,26397,316.749300029
0-0,26398,350.094354055
0-0,26399,337.332693489
0-0,26400,279.820322368
0-0,26401,208.14438216
0-0,26402,149.829868312
0-0,26403,111.926668402
0-0,26404,90.5154201708
0-0,26405,80.594658182
0-0,26406,79.0775231702
0-0,26407,84.8347746723
0-0,26408,98.3084546022
0-0,26409,121.29483206
0-0,26410,156.822061103
0-0,26411,208.797076968
0-0,26412,280.962631414
0-0,26413,375.353587627
0-0,26414,494.488830637
0-0,26415,661.54866119
0-0,26416,974.758111088
0-0,26417,1683.43994595
0-0,26418,3281.51841817
0-0,26419,6612.63737268
0-0,26420,11307.5866262
0-0,26421,4023.14323262
0-0,26422,286.735581586
0-0,26423,98.1352701079
0-0,26424,95.1301610674
0-0,26425,112.428602811
0-0,26426,141.175574862
0-0,26427,182.098673082
0-0,26428,234.869686382
0-0,26429,293.212052447
0-0,26430,339.907916907
0-0,26431,349.43698569
0-0,26432,309.167338849
0-0,26433,239.352884981
0-0,26434,173.134306449
0-0,26435,126.416856749
0-0,26436,98.5000209874
0-0,26437,84.1984441446
0-0,26438,79.5844329187
0-0,26439,82.9102383574
0-0,26440,94.3777631289
0-0,26441,116.083903741
0-0,26442,152.425384339
0-0,26443,211.075065886
0-0,26444,304.8478357
0-0,26445,455.763841666
0-0,26446,706.508619923
0-0,26447,1155.65251251
0-0,26448,2048.13336043
0-0,26449,3934.92877631
0-0,26450,7729.00754415
0-0,26451,11454.4739326
0-0,26452,2250.1204388
0-0,26453,198.506335537
0-0,26454,88.8160147236
0-0,26455,81.0936824725
0-0,26456,87.5695367222
0-0,26457,102.541567144
0-0,26458,126.852159768
0-0,26459,162.402194921
0-0,26460,210.276464328
0-0,26461,267.56075568
0-1,26462,182.694729334
0-1,26463,156.089847422
0-1,26464,167.432930345
0-1,26465,181.095318968
0-1,26466,191.953135496
0-1,26467,197.36050467
0-1,26468,195.717568288
0-1,26469,187.004920714
0-1,26470,172.927551525
0-1,26471,156.240539145
0-1,26472,139.678748371
0-1,26473,125.194840368
0-1,26474,113.797721895
0-1,26475,105.793404836
0-1,26476,101.117572961
0-1,26477,99.5866875806
0-1,26478,101.031895526
0-1,26479,105.343796173
0-1,26480,112.455469932
0-1,26481,122.276348678
0-1,26482,134.580463122
0-1,26483,148.850323755
0-1,26484,164.099261501
0-1,26485,178.74238984
0-1,26486,190.650775499
0-1,26487,197.550605027
0-1,26488,197.802406463
0-1,26489,191.272120814
0-1,26490,179.732171037
0-1,26491,166.470293831
0-1,26492,155.486966783
0-1,26493,151.098555263
0-1,26494,158.524163055
0-1,26495,185.660872447
0-1,26496,246.351645253
0-1,26497,366.082388595
0-1,26498,592.13131798
0-1,26499,1011.86481484
0-1,26500,1785.22521202
0-1,26501,3198.19563905
0-1,26502,5716.979833
0-1,26503,9621.95685755
0-1,26504,9045.85448548
0-1,26505,1139.73511607
0-1,26506,248.605818799
0-1,26507,201.847686316
0-1,26508,198.008666068
0-1,26509,191.122154269
0-1,26510,178.602326976
0-1,26511,162.499830519
0-1,26512,145.603174094
0-1,26513,130.18728276
0-1,26514,117.589636507
0-1,26515,108.333519773
0-1,26516,102.454933932
0-1,26517,99.7915217495
0-1,26518,100.159315616
0-1,26519,103.425502244
0-1,26520,109.512483937
0-1,26521,118.347871525
0-1,26522,129.768800621
0-1,26523,143.381340536
0-1,26524,158.383847362
0-1,26525,173.405541688
0-1,26526,186.468415296
0-1,26527,195.238259983
0-1,26528,197.660324584
0-1,26529,192.826619886
0-1,26530,181.56307211
0-1,26531,166.228553416
0-1,26532,149.796728772
0-1,26533,134.888840825
0-1,26534,123.350581847
0-1,26535,116.437517505
0-1,26536,115.362617689
0-1,26537,122.0342657
0-1,26538,140.052258149
0-1,26539,176.279505333
0-1,26540,243.601141821
0-1,26541,365.962869574
0-1,26542,587.644611327
0-1,26543,990.231851468
0-1,26544,1723.04142122
0-1,26545,3054.08821203
0-1,26546,5428.88847747
0-1,26547,9225.70711626
0-1,26548,9940.55716898
0-1,26549,1505.41444884
0-1,26550,263.399999271
0-1,26551,175.845876964
0-1,26552,152.72857316
0-1,26553,135.763783377
0-1,26554,121.889092518
0-1,26555,111.348938195
0-1,26556,104.233554188
0-1,26557,100.40916528
0-1,26558,99.68188313
0-1,26559,101.895314687
0-1,26560,106.954089175
0-1,26561,114.791919677
0-1,26562,125.292889863
0-2,26563,182.694729334
0-2,26564,135.139309158
0-2,26565,121.907196958
0-2,26566,111.44532891
0-2,26567,101.345321775
0-2,26568,91.876365113
0-2,26569,83.4271985399
0-2,26570,76.2243330526
0-2,26571,70.3421371968
0-2,26572,65.756146774
0-2,26573,62.392235237
0-2,26574,60.1618342963
0-2,26575,58.9833027503
0-2,26576,58.7927990224
0-2,26577,59.5483082058
0-2,26578,61.2294756047
0-2,26579,63.8344134728
0-2,26580,67.3740004864
0-2,26581,71.863627849
0-2,26582,77.3116089359
0-2,26583,83.7035707418
0-2,26584,90.9816617682
0-2,26585,99.0192553939
0-2,26586,107.592368383
0-2,26587,116.352844536
0-2,26588,124.812188038
0-2,26589,132.34921606
0-2,26590,138.257172336
0-2,26591,141.842676986
0-2,26592,142.564257493
0-2,26593,140.180132269
0-2,26594,134.845654049
0-2,26595,127.107905345
0-2,26596,117.786193694
0-2,26597,107.784592684
0-2,26598,97.9131798273
0-2,26599,88.7776933525
0-2,26600,80.7521255625
0-2,26601,74.0116178392
0-2,26602,68.5912429919
0-2,26603,64.4443433911
0-2,26604,61.4892947642
0-2,26605,59.6381160713
0-2,26606,58.815029343
0-2,26607,58.9644315605
0-2,26608,60.0525747059
0-2,26609,62.0672352108
0-2,26610,65.0133815356
0-2,26611,68.9069958223
0-2,26612,73.7662027508
0-2,26613,79.598880861
0-2,26614,86.3862558111
0-2,26615,94.0619140452
0-2,26616,102.487031462
0-2,26617,111.424850932
0-2,26618,120.521063187
0-2,26619,129.301534086
0-2,26620,137.203361463
0-2,26621,143.655991639
0-2,26622,148.220430822
0-2,26623,150.774723841
0-2,26624,151.707636124
0-2,26625,152.070207905
0-2,26626,153.657822688
0-2,26627,159.054373911
0-2,26628,171.734273119
0-2,26629,196.348706271
0-2,26630,239.317774565
0-2,26631,309.842084124
0-2,26632,421.475800501
0-2,26633,594.484677973
0-2,26634,859.337989894
0-2,26635,1261.85402357
0-2,26636,1870.64610305
0-2,26637,2787.27987684
0-2,26638,4156.77870045
0-2,26639,6154.33049475
0-2,26640,8718.57255298
0-2,26641,8930.03050015
0-2,26642,2190.05629782
0-2,26643,258.713204448
0-2,26644,99.3008685938
0-2,26645,90.9071790888
0-2,26646,96.8974797974
0-2,26647,105.063582488
0-2,26648,113.761286877
0-2,26649,122.358540576
0-2,26650,130.239053887
0-2,26651,136.707639714
0-2,26652,141.052269749
0-2,26653,142.66967266
0-2,26654,141.214974724
0-2,26655,136.720322902
0-2,26656,129.623672253
0-2,26657,120.680856104
0-2,26658,110.7908945
0-2,26659,100.806991047
0-2,26660,91.402216504
0-2,26661,83.0184548427
0-2,26662,75.884725123
0-2,26663,70.0713460144
0-0,26664,808.253030207
0-0,26665,803.177928332
0-0,26666,1013.52973981
0-0,26667,1268.7753782
0-0,26668,1486.29457445
0-0,26669,1552.582335
0-0,26670,1398.14433461
0-0,26671,1096.33689299
0-0,26672,795.803089486
0-0,26673,578.072039566
0-0,26674,445.498668345
0-0,26675,375.272714672
0-0,26676,348.444873675
0-0,26677,355.164422854
0-0,26678,393.193404988
0-0,26679,466.179148604
0-0,26680,582.389780623
0-0,26681,752.640679216
0-0,26682,984.778609051
0-0,26683,1271.30487974
0-0,26684,1572.04745534
0-0,26685,1819.14616843
0-0,26686,2006.42659826
0-0,26687,2354.70445541
0-0,26688,3400.32283391
0-0,26689,6082.71463532
0-0,26690,12171.8365777
0-0,26691,24987.1437559
0-0,26692,46439.8155652
0-0,26693,29058.1740486
0-0,26694,2129.15541089
0-0,26695,561.496074287
0-0,26696,560.492732645
0-0,26697,700.12675353
0-0,26698,903.695428573
0-0,26699,1153.48499826
0-0,26700,1401.31892418
0-0,26701,1548.83955085
0-0,26702,1492.38115788
0-0,26703,1237.94279283
0-0,26704,920.843902915
0-0,26705,662.856807747
0-0,26706,495.170655587
0-0,26707,400.445940068
0-0,26708,356.555861965
0-0,26709,349.843960779
0-0,26710,375.314405325
0-0,26711,434.922816969
0-0,26712,536.61600375
0-0,26713,693.790710615
0-0,26714,923.731466
0-0,26715,1242.99644026
0-0,26716,1660.58799674
0-0,26717,2187.64984202
0-0,26718,2926.73309179
0-0,26719,4312.39149525
0-0,26720,7447.64472653
0-0,26721,14517.6448978
0-0,26722,29254.7257035
0-0,26723,50025.4779561
0-0,26724,17798.639953
0-0,26725,1268.53633671
0-0,26726,434.156637819
0-0,26727,420.86184548
0-0,26728,497.391245142
0-0,26729,624.569666513
0-0,26730,805.616039672
0-0,26731,1039.07833802
0-0,26732,1297.18865316
0-0,26733,1503.77410905
0-0,26734,1545.93131165
0-0,26735,1367.77584869
0-0,26736,1058.912292
0-0,26737,765.957115078
0-0,26738,559.276164719
0-0,26739,435.770318765
0-0,26740,372.499238849
0-0,26741,352.086561547
0-0,26742,366.800135023
0-0,26743,417.533189443
0-0,26744,513.562527496
0-0,26745,674.339534708
0-0,26746,933.809432959
0-0,26747,1348.66609373
0-0,26748,2016.32804312
0-0,26749,3125.63879102
0-0,26750,5112.67976098
0-0,26751,9061.07144346
0-0,26752,17408.3736225
0-0,26753,34193.6179048
0-0,26754,50675.3166837
0-0,26755,9954.67504521
0-0,26756,878.204575458
0-0,26757,392.927662955
0-0,26758,358.763576968
0-0,26759,387.41316549
0-0,26760,453.650374417
0-0,26761,561.201972792
0-0,26762,718.477575331
0-0,26763,930.276369186
0-0,26764,1183.70569491
0-1,26765,808.253030207
0-1,26766,690.551351007
0-1,26767,740.733866825
0-1,26768,801.177137655
0-1,26769,849.212804267
0-1,26770,873.135347276
0-1,26771,865.866892878
0-1,26772,827.321589311
0-1,26773,765.042418226
0-1,26774,691.218020716
0-1,26775,617.947611506
0-1,26776,553.869887013
0-1,26777,503.448314505
0-1,26778,468.036709906
0-1,26779,447.350534147
0-1,26780,440.577800459
0-1,26781,446.971491756
0-1,26782,466.047612764
0-1,26783,497.510106984
0-1,26784,540.958295305
0-1,26785,595.392475314
0-1,26786,658.523240715
0-1,26787,725.985505145
0-1,26788,790.76763047
0-1,26789,843.451081322
0-1,26790,873.976363275
0-1,26791,875.090348741
0-1,26792,846.199952271
0-1,26793,795.146485047
0-1,26794,736.475102039
0-1,26795,687.884168952
0-1,26796,668.469559009
0-1,26797,701.320917235
0-1,26798,821.37543482
0-1,26799,1089.87524981
0-1,26800,1619.57162621
0-1,26801,2619.62637775
0-1,26802,4476.55389806
0-1,26803,7897.9491772
0-1,26804,14149.0196564
0-1,26805,25292.2801359
0-1,26806,42568.1453154
0-1,26807,40019.4320075
0-1,26808,5042.26019303
0-1,26809,1099.84785606
0-1,26810,892.986922504
0-1,26811,876.00285427
0-1,26812,845.536490796
0-1,26813,790.147983508
0-1,26814,718.909521385
0-1,26815,644.157645369
0-1,26816,575.956767712
0-1,26817,520.223984426
0-1,26818,479.274338942
0-1,26819,453.267103614
0-1,26820,441.483999769
0-1,26821,443.111143081
0-1,26822,457.56095917
0-1,26823,484.490150921
0-1,26824,523.578464074
0-1,26825,574.105376278
0-1,26826,634.328113276
0-1,26827,700.700151739
0-1,26828,767.157076917
0-1,26829,824.948055427
0-1,26830,863.746402643
0-1,26831,874.461769527
0-1,26832,853.07715442
0-1,26833,803.246507119
0-1,26834,735.405627164
0-1,26835,662.710196328
0-1,26836,596.756757764
0-1,26837,545.710770746
0-1,26838,515.126937138
0-1,26839,510.371512412
0-1,26840,539.887304911
0-1,26841,619.600042373
0-1,26842,779.87167374
0-1,26843,1077.70684878
0-1,26844,1619.04286651
0-1,26845,2599.77690392
0-1,26846,4380.84830074
0-1,26847,7622.84415622
0-1,26848,13511.4792906
0-1,26849,24017.7457695
0-1,26850,40815.1114141
0-1,26851,43977.653231
0-1,26852,6660.04867481
0-1,26853,1165.29824557
0-1,26854,777.953274427
0-1,26855,675.680861213
0-1,26856,600.627558918
0-1,26857,539.245049576
0-1,26858,492.614740637
0-1,26859,461.135832047
0-1,26860,444.216493786
0-1,26861,440.998951586
0-1,26862,450.791312701
0-1,26863,473.171650786
0-1,26864,507.846708337
0-1,26865,554.303664174
0-2,26866,808.253030207
0-2,26867,597.864845502
0-2,26868,539.325144761
0-2,26869,493.041179251
0-2,26870,448.358109295
0-2,26871,406.466846514
0-2,26872,369.087199546
0-2,26873,337.221267356
0-2,26874,311.198061093
0-2,26875,290.909349595
0-2,26876,276.027192331
0-2,26877,266.159757592
0-2,26878,260.94585954
0-2,26879,260.103059007
0-2,26880,263.445479388
0-2,26881,270.883070223
0-2,26882,282.407480002
0-2,26883,298.066836678
0-2,26884,317.929231908
0-2,26885,342.031444588
0-2,26886,370.309887636
0-2,26887,402.508622365
0-2,26888,438.067444599
0-2,26889,475.995438348
0-2,26890,514.752338573
0-2,26891,552.177008917
0-2,26892,585.521297283
0-2,26893,611.658469272
0-2,26894,627.520968476
0-2,26895,630.713286246
0-2,26896,620.165765559
0-2,26897,596.565696739
0-2,26898,562.33340739
0-2,26899,521.093565845
0-2,26900,476.845850805
0-2,26901,433.17409638
0-2,26902,392.758126787
0-2,26903,357.252507609
0-2,26904,327.432075392
0-2,26905,303.451994461
0-2,26906,285.105848513
0-2,26907,272.032526607
0-2,26908,263.842795062
0-2,26909,260.201407351
0-2,26910,260.862372204
0-2,26911,265.676386258
0-2,26912,274.589371673
0-2,26913,287.623309231
0-2,26914,304.848904941
0-2,26915,326.34634353
0-2,26916,352.150480157
0-2,26917,382.178255947
0-2,26918,416.135853132
0-2,26919,453.409105111
0-2,26920,492.950583384
0-2,26921,533.192801345
0-2,26922,572.038159592
0-2,26923,606.99634336
0-2,26924,635.543187115
0-2,26925,655.736554564
0-2,26926,667.036908332
0-2,26927,671.164171236
0-2,26928,672.768211714
0-2,26929,679.791919864
0-2,26930,703.666603576
0-2,26931,759.763279134
0-2,26932,868.65908721
0-2,26933,1058.7569613
0-2,26934,1370.76096444
0-2,26935,1864.63558175
0-2,26936,2630.0377911
0-2,26937,3801.7655837
0-2,26938,5582.52195862
0-2,26939,8275.85659831
0-2,26940,12331.1023515
0-2,26941,18389.8517094
0-2,26942,27227.1471072
0-2,26943,38571.5160515
0-2,26944,39507.0193755
0-2,26945,9688.94748903
0-2,26946,1144.56356903
0-2,26947,439.313319196
0-2,26948,402.179106283
0-2,26949,428.680575248
0-2,26950,464.807929708
0-2,26951,503.287123684
0-2,26952,541.321917456
0-2,26953,576.185806452
0-2,26954,604.803239009
0-2,26955,624.0241569
0-2,26956,631.179649606
0-2,26957,624.743973992
0-2,26958,604.859350237
0-2,26959,573.463319205
0-2,26960,533.899735312
0-2,26961,490.145920058
0-2,26962,445.976500126
0-2,26963,404.369183098
0-2,26964,367.278891594
0-2,26965,335.71882041
0-2,26966,310.000063786
0-0,26967,682.008075602
0-0,26968,677.725678463
0-0,26969,855.221621914
0-0,26970,1070.59920807
0-0,26971,1254.14302776
0-0,26972,1310.076982
0-0,26973,1179.76140073
0-0,26974,925.09472486
0-0,26975,671.502751408
0-0,26976,487.780168498
0-0,26977,375.914074091
0-0,26978,316.657052178
0-0,26979,294.019581575
0-0,26980,299.68957183
0-0,26981,331.778623096
0-0,26982,393.364369996
0-0,26983,491.423500672
0-0,26984,635.082087005
0-0,26985,830.961269493
0-0,26986,1072.73361451
0-0,26987,1326.50175094
0-0,26988,1535.0049195
0-0,26989,1693.03311213
0-0,26990,1986.91176429
0-0,26991,2869.20994504
0-0,26992,5132.625982
0-0,26993,10270.6584827
0-0,26994,21084.280777
0-0,26995,39186.1558957
0-0,26996,24519.4371351
0-0,26997,1796.59231722
0-0,26998,473.793283502
0-0,26999,472.946658649
0-0,27000,590.770565661
0-0,27001,762.542863604
0-0,27002,973.316590843
0-0,27003,1182.44013579
0-0,27004,1306.91880143
0-0,27005,1259.27891824
0-0,27006,1044.58251351
0-0,27007,777.012834701
0-0,27008,559.321993183
0-0,27009,417.827553118
0-0,27010,337.898349603
0-0,27011,300.863675328
0-0,27012,295.200138489
0-0,27013,316.692230966
0-0,27014,366.990116152
0-0,27015,452.79935166
0-0,27016,585.42417997
0-0,27017,779.449375325
0-0,27018,1048.84680727
0-0,27019,1401.21271643
0-0,27020,1845.9502199
0-0,27021,2469.59247801
0-0,27022,3638.81818564
0-0,27023,6284.36103284
0-0,27024,12250.0636422
0-0,27025,24685.2884352
0-0,27026,42211.756315
0-0,27027,15018.5841921
0-0,27028,1070.39750362
0-0,27029,366.343610234
0-0,27030,355.125395888
0-0,27031,419.701298038
0-0,27032,527.015105936
0-0,27033,679.782969388
0-0,27034,876.779660861
0-0,27035,1094.57447602
0-0,27036,1268.89234921
0-0,27037,1304.46481419
0-0,27038,1154.13631568
0-0,27039,893.515653521
0-0,27040,646.318564267
0-0,27041,471.920112359
0-0,27042,367.705242539
0-0,27043,314.316778974
0-0,27044,297.092456584
0-0,27045,309.507845771
0-0,27046,352.316658756
0-0,27047,433.346709494
0-0,27048,569.011177417
0-0,27049,787.953215824
0-0,27050,1138.01140589
0-0,27051,1701.38800236
0-0,27052,2637.43013292
0-0,27053,4314.10555189
0-0,27054,7645.77881813
0-0,27055,14689.2754495
0-0,27056,28852.7511479
0-0,27057,42760.0935849
0-0,27058,8399.80614621
0-0,27059,741.033550272
0-0,27060,331.554388597
0-0,27061,302.726556635
0-0,27062,326.901227195
0-0,27063,382.792525718
0-0,27064,473.545119144
0-0,27065,606.255083744
0-0,27066,784.97199839
0-0,27067,998.816970545
0-1,27068,682.008075602
0-1,27069,582.690791624
0-1,27070,625.035057298
0-1,27071,676.037400971
0-1,27072,716.570144211
0-1,27073,736.756109387
0-1,27074,730.622950077
0-1,27075,698.098224123
0-1,27076,645.546738345
0-1,27077,583.253330964
0-1,27078,521.427381766
0-1,27079,467.358267347
0-1,27080,424.812284406
0-1,27081,394.931789804
0-1,27082,377.476688005
0-1,27083,371.761820388
0-1,27084,377.156850081
0-1,27085,393.253379376
0-1,27086,419.801594272
0-1,27087,456.46339967
0-1,27088,502.395241516
0-1,27089,555.665306969
0-1,27090,612.590313644
0-1,27091,667.25380512
0-1,27092,711.708372673
0-1,27093,737.465763025
0-1,27094,738.405749706
0-1,27095,714.027884158
0-1,27096,670.948705196
0-1,27097,621.441489606
0-1,27098,580.440209651
0-1,27099,564.058061646
0-1,27100,591.778207154
0-1,27101,693.080828295
0-1,27102,919.642357025
0-1,27103,1366.60289144
0-1,27104,2210.45424874
0-1,27105,3777.33926783
0-1,27106,6664.33025084
0-1,27107,11939.0157622
0-1,27108,21341.7564282
0-1,27109,35919.2205701
0-1,27110,33768.6031355
0-1,27111,4254.68515726
0-1,27112,928.057293612
0-1,27113,753.506970953
0-1,27114,739.175726578
0-1,27115,713.468051943
0-1,27116,666.730943817
0-1,27117,606.619562052
0-1,27118,543.543543523
0-1,27119,485.995291198
0-1,27120,438.967681209
0-1,27121,404.414159145
0-1,27122,382.469119837
0-1,27123,372.52647604
0-1,27124,373.899467958
0-1,27125,386.092297302
0-1,27126,408.815288194
0-1,27127,441.798208437
0-1,27128,484.433077557
0-1,27129,535.249333645
0-1,27130,591.254402027
0-1,27131,647.331098256
0-1,27132,696.09542399
0-1,27133,728.83366948
0-1,27134,737.875351324
0-1,27135,719.830902801
0-1,27136,677.783545598
0-1,27137,620.53906119
0-1,27138,559.19828171
0-1,27139,503.546430084
0-1,27140,460.473562959
0-1,27141,434.666766418
0-1,27142,430.654114508
0-1,27143,455.559692452
0-1,27144,522.821711455
0-1,27145,658.059740633
0-1,27146,909.374597469
0-1,27147,1366.15672127
0-1,27148,2193.70516035
0-1,27149,3696.5823912
0-1,27150,6432.19521523
0-1,27151,11401.0559133
0-1,27152,20266.2977562
0-1,27153,34440.0015226
0-1,27154,37108.5706191
0-1,27155,5619.78342222
0-1,27156,983.28466985
0-1,27157,656.440985398
0-1,27158,570.14299564
0-1,27159,506.812632061
0-1,27160,455.017754087
0-1,27161,415.6708589
0-1,27162,389.108793474
0-1,27163,374.832168584
0-1,27164,372.117189881
0-1,27165,380.380034696
0-1,27166,399.264679403
0-1,27167,428.523671807
0-1,27168,467.724290752
0-2,27169,682.008075602
0-2,27170,504.481440232
0-2,27171,455.085338817
0-2,27172,416.030690002
0-2,27173,378.326885112
0-2,27174,342.978821516
0-2,27175,311.437682612
0-2,27176,284.549044676
0-2,27177,262.590529011
0-2,27178,245.470809606
0-2,27179,232.91316855
0-2,27180,224.586976224
0-2,27181,220.187462156
0-2,27182,219.476302719
0-2,27183,222.296654276
0-2,27184,228.572531783
0-2,27185,238.296888194
0-2,27186,251.510334123
0-2,27187,268.270325662
0-2,27188,288.607897033
0-2,27189,312.469393128
0-2,27190,339.638851563
0-2,27191,369.643569166
0-2,27192,401.647405912
0-2,27193,434.350678217
0-2,27194,465.929808078
0-2,27195,494.065890581
0-2,27196,516.120571112
0-2,27197,529.505429754
0-2,27198,532.199123954
0-2,27199,523.299071597
0-2,27200,503.385211805
0-2,27201,474.499829493
0-2,27202,439.701438495
0-2,27203,402.364988329
0-2,27204,365.514536701
0-2,27205,331.411333105
0-2,27206,301.451508516
0-2,27207,276.288874007
0-2,27208,256.054358036
0-2,27209,240.573785461
0-2,27210,229.542449008
0-2,27211,222.63191129
0-2,27212,219.559289559
0-2,27213,220.117015111
0-2,27214,224.179104999
0-2,27215,231.699928063
0-2,27216,242.698031799
0-2,27217,257.233078303
0-2,27218,275.372727861
0-2,27219,297.146391437
0-2,27220,322.483983523
0-2,27221,351.13757917
0-2,27222,382.588941433
0-2,27223,415.954244742
0-2,27224,449.910835814
0-2,27225,482.688749455
0-2,27226,512.186645222
0-2,27227,536.274619218
0-2,27228,553.313886823
0-2,27229,562.849183616
0-2,27230,566.331789341
0-2,27231,567.685286969
0-2,27232,573.611928133
0-2,27233,593.757509387
0-2,27234,641.092173551
0-2,27235,732.979018056
0-2,27236,893.384584677
0-2,27237,1156.65517174
0-2,27238,1573.38912108
0-2,27239,2219.23945303
0-2,27240,3207.94940783
0-2,27241,4710.56082156
0-2,27242,6983.2104819
0-2,27243,10405.0477641
0-2,27244,15517.4517214
0-2,27245,22974.407158
0-2,27246,32546.8441839
0-2,27247,33336.2267137
0-2,27248,8175.58386376
0-2,27249,965.788642847
0-2,27250,370.694844576
0-2,27251,339.360804194
0-2,27252,361.722880393
0-2,27253,392.207328419
0-2,27254,424.67627076
0-2,27255,456.770225916
0-2,27256,486.188555268
0-2,27257,510.336092459
0-2,27258,526.554802111
0-2,27259,532.592643763
0-2,27260,527.162187486
0-2,27261,510.383439403
0-2,27262,483.891306487
0-2,27263,450.507350342
0-2,27264,413.587655362
0-2,27265,376.317271012
0-2,27266,341.208802306
0-2,27267,309.911823035
0-2,27268,283.281272194
0-2,27269,261.579652705
0-0,27270,669.331206794
0-0,27271,665.128408987
0-0,27272,839.325135215
0-0,27273,1050.69937669
0-0,27274,1230.83156387
0-0,27275,1285.72584215
0-0,27276,1157.8325101
0-0,27277,907.899467382
0-0,27278,659.021150987
0-0,27279,478.71352336
0-0,27280,368.92674715
0-0,27281,310.77116893
0-0,27282,288.554473762
0-0,27283,294.119072709
0-0,27284,325.611666679
0-0,27285,386.052684563
0-0,27286,482.289134863
0-0,27287,623.277458017
0-0,27288,815.51572365
0-0,27289,1052.79410971
0-0,27290,1301.84531464
0-0,27291,1506.4729172
0-0,27292,1661.56375067
0-0,27293,1949.97991455
0-0,27294,2815.87832133
0-0,27295,5037.22296766
0-0,27296,10079.7519601
0-0,27297,20692.375357
0-0,27298,38457.780712
0-0,27299,24063.6805262
0-0,27300,1763.1980424
0-0,27301,464.986620485
0-0,27302,464.155732326
0-0,27303,579.789579915
0-0,27304,748.369049264
0-0,27305,955.225006342
0-0,27306,1160.46145399
0-0,27307,1282.62636446
0-0,27308,1235.87199066
0-0,27309,1025.1662691
0-0,27310,762.570058846
0-0,27311,548.925559794
0-0,27312,410.0611567
0-0,27313,331.617642377
0-0,27314,295.271352484
0-0,27315,289.713086999
0-0,27316,310.805693829
0-0,27317,360.168663852
0-0,27318,444.382914696
0-0,27319,574.542570511
0-0,27320,764.961310115
0-0,27321,1029.35130003
0-0,27322,1375.16758528
0-0,27323,1811.63850191
0-0,27324,2423.68876958
0-0,27325,3571.18141944
0-0,27326,6167.55006945
0-0,27327,12022.3647993
0-0,27328,24226.4490546
0-0,27329,41427.1425896
0-0,27330,14739.4252961
0-0,27331,1050.50142144
0-0,27332,359.534174904
0-0,27333,348.524479836
0-0,27334,411.900073266
0-0,27335,517.219178884
0-0,27336,667.147459885
0-0,27337,860.482462732
0-0,27338,1074.22900281
0-0,27339,1245.30673136
0-0,27340,1280.21799087
0-0,27341,1132.68373296
0-0,27342,876.907374056
0-0,27343,634.305076538
0-0,27344,463.148267031
0-0,27345,360.870497781
0-0,27346,308.474395704
0-0,27347,291.57023151
0-0,27348,303.754848855
0-0,27349,345.767950285
0-0,27350,425.291849763
0-0,27351,558.434645695
0-0,27352,773.307084934
0-0,27353,1116.85854596
0-0,27354,1669.76334385
0-0,27355,2588.40673132
0-0,27356,4233.9168385
0-0,27357,7503.66241441
0-0,27358,14416.2376009
0-0,27359,28316.4487871
0-0,27360,41965.2876054
0-0,27361,8243.67421121
0-0,27362,727.259541672
0-0,27363,325.391600154
0-0,27364,297.099607365
0-0,27365,320.824929687
0-0,27366,375.677345117
0-0,27367,464.743068898
0-0,27368,594.986278527
0-0,27369,770.38128107
0-0,27370,980.251396102
0-1,27371,669.331206794
0-1,27372,571.859989197
0-1,27373,613.417178119
0-1,27374,663.471512461
0-1,27375,703.250850738
0-1,27376,723.061607993
0-1,27377,717.042449175
0-1,27378,685.122278649
0-1,27379,633.54759698
0-1,27380,572.4120723
0-1,27381,511.735316895
0-1,27382,458.671215605
0-1,27383,416.916058848
0-1,27384,387.590969854
0-1,27385,370.460315879
0-1,27386,364.851673729
0-1,27387,370.146422963
0-1,27388,385.943756988
0-1,27389,411.998505238
0-1,27390,447.978856979
0-1,27391,493.056937771
0-1,27392,545.33684247
0-1,27393,601.203751936
0-1,27394,654.85118226
0-1,27395,698.47944769
0-1,27396,723.758070899
0-1,27397,724.680585517
0-1,27398,700.755845107
0-1,27399,658.477403144
0-1,27400,609.890406096
0-1,27401,569.65124006
0-1,27402,553.573596281
0-1,27403,580.778491808
0-1,27404,680.198143988
0-1,27405,902.548445784
0-1,27406,1341.20107262
0-1,27407,2169.36728875
0-1,27408,3707.12773214
0-1,27409,6540.45658526
0-1,27410,11717.0985417
0-1,27411,20945.0651631
0-1,27412,35251.5697561
0-1,27413,33140.9270609
0-1,27414,4175.60092426
0-1,27415,910.806969199
0-1,27416,739.501111846
0-1,27417,725.436250395
0-1,27418,700.20641881
0-1,27419,654.338039675
0-1,27420,595.343982071
0-1,27421,533.440393078
0-1,27422,476.961822581
0-1,27423,430.808341306
0-1,27424,396.897085047
0-1,27425,375.359950564
0-1,27426,365.602116295
0-1,27427,366.949587639
0-1,27428,378.915781985
0-1,27429,401.216407828
0-1,27430,433.586255928
0-1,27431,475.428646686
0-1,27432,525.300352358
0-1,27433,580.264422942
0-1,27434,635.298789987
0-1,27435,683.156705691
0-1,27436,715.286426946
0-1,27437,724.160045949
0-1,27438,706.450999769
0-1,27439,665.185200512
0-1,27440,609.004751627
0-1,27441,548.804147816
0-1,27442,494.186728548
0-1,27443,451.914481101
0-1,27444,426.587370045
0-1,27445,422.649303558
0-1,27446,447.091947477
